AP	5/09	tillit
SA	5/09	trøtt
DB	5/09	video
DA	5/09	virusforskere
SA	5/09	virusoversikt
VG	5/10	comeback
AA	5/10	handlingsregel
DB	5/10	hotline
DB	5/10	koordinator
AA	5/10	millone
VG	5/10	målsetting
DB	5/10	smittested
VG	5/11	begravelse
DB	5/11	kostyme
DB	5/11	makt
DA	5/11	misbruke
AP	5/11	parkere
DB	5/11	slurv
VG	5/11	tak
VG	5/11	trener
BT	5/12	budsjett
DN	5/12	etterforskning
AP	5/12	fritak
VG	5/12	høring
AP	5/12	lekekamerat
AP	5/12	lekevenne
DA	5/12	opplevelse
VG	5/12	slagmark
DA	5/12	tørr
AA	5/13	middel
VG	5/13	virusrisiko
VG	5/13	virusutspill
VG	5/14	opplæring
VG	5/14	selfie
AA	5/14	verden
SA	5/15	aktuell
AP	5/15	graffiti
VG	5/15	krisekomitee
AP	5/15	nøkkel
VG	5/16	feire
DA	5/16	fred
AP	5/16	messig
SA	5/16	måte
VG	5/16	pasienters
BT	5/16	policy
FV	5/16	praten
DA	5/16	samle
DB	5/16	syken
DN	5/17	fremkalle
SA	5/17	verk
SA	5/18	borgertog
VG	5/18	revidere
SA	5/18	støtteordning
DA	5/18	virkelighet
DB	5/18	virusforsømmelse
DN	5/19	gavmild
DA	5/19	risk
SA	5/19	suksess
VG	5/19	thriller
DA	5/19	triks
AA	5/19	utvalget
BT	5/20	klikk
VG	5/20	viruståke
AA	5/21	dvalen
AA	5/21	sanksjon
VG	5/21	spareråd
VG	5/22	avbrekk
VG	5/22	selskap
DB	5/23	demens
DB	5/23	infeksjonsutløse
